0	0	10752.815
0	500000	1318.1501
500000	500000	7959.556
0	1000000	776.76984
500000	1000000	1846.216
1000000	1000000	8488.467
0	1500000	500.84622
500000	1500000	552.53424
1000000	1500000	2515.0908
1500000	1500000	9618.326
0	2000000	486.22787
500000	2000000	657.9658
1000000	2000000	1536.0321
1500000	2000000	2768.9226
2000000	2000000	8957.154
0	2500000	435.74197
500000	2500000	488.60873
1000000	2500000	1089.1733
1500000	2500000	1671.136
2000000	2500000	1961.4065
2500000	2500000	7221.508
0	3000000	152.7771
500000	3000000	351.9667
1000000	3000000	245.07933
1500000	3000000	134.89987
2000000	3000000	222.51324
2500000	3000000	877.319
3000000	3000000	6406.165
0	3500000	201.84697
500000	3500000	155.09067
1000000	3500000	182.27628
1500000	3500000	218.85814
2000000	3500000	238.5698
2500000	3500000	779.45605
3000000	3500000	1299.8774
3500000	3500000	7683.0273
0	4000000	37.748646
500000	4000000	130.52008
1000000	4000000	73.153656
1500000	4000000	28.407515
2000000	4000000	65.575005
2500000	4000000	137.06815
3000000	4000000	574.92255
3500000	4000000	785.83057
4000000	4000000	6108.0117
0	4500000	36.133945
500000	4500000	89.6984
1000000	4500000	52.0695
1500000	4500000	25.100658
2000000	4500000	40.1008
2500000	4500000	89.3678
3000000	4500000	272.53857
3500000	4500000	332.42996
4000000	4500000	1557.5166
4500000	4500000	6762.3154
0	5000000	32.1474
500000	5000000	75.81216
1000000	5000000	52.714474
1500000	5000000	14.8875885
2000000	5000000	33.637943
2500000	5000000	89.17804
3000000	5000000	288.65506
3500000	5000000	250.61264
4000000	5000000	941.4478
4500000	5000000	1913.6888
5000000	5000000	6623.342
0	5500000	44.41864
500000	5500000	72.99899
1000000	5500000	30.287243
1500000	5500000	34.91262
2000000	5500000	47.80833
2500000	5500000	114.72388
3000000	5500000	215.0781
3500000	5500000	276.49503
4000000	5500000	730.02704
4500000	5500000	974.7564
5000000	5500000	2193.2139
5500000	5500000	5773.0547
0	6000000	40.10647
500000	6000000	55.831543
1000000	6000000	53.339256
1500000	6000000	37.63858
2000000	6000000	69.04573
2500000	6000000	110.704834
3000000	6000000	183.5908
3500000	6000000	218.30185
4000000	6000000	365.4897
4500000	6000000	515.04956
5000000	6000000	611.5621
5500000	6000000	1434.0745
6000000	6000000	6754.7505
0	6500000	50.259018
500000	6500000	50.26972
1000000	6500000	67.2101
1500000	6500000	61.57706
2000000	6500000	80.68729
2500000	6500000	111.8663
3000000	6500000	174.2843
3500000	6500000	265.30264
4000000	6500000	241.2287
4500000	6500000	302.60138
5000000	6500000	399.82626
5500000	6500000	896.39655
6000000	6500000	2736.247
6500000	6500000	6971.348
0	7000000	67.76615
500000	7000000	54.92172
1000000	7000000	63.563713
1500000	7000000	72.0944
2000000	7000000	71.1731
2500000	7000000	112.93416
3000000	7000000	184.9334
3500000	7000000	316.7115
4000000	7000000	295.2766
4500000	7000000	378.51373
5000000	7000000	451.81097
5500000	7000000	1085.1576
6000000	7000000	1433.6837
6500000	7000000	2533.56
7000000	7000000	6509.334
0	7500000	61.853165
500000	7500000	87.82685
1000000	7500000	55.93754
1500000	7500000	30.534977
2000000	7500000	72.40912
2500000	7500000	106.42274
3000000	7500000	211.78734
3500000	7500000	317.70688
4000000	7500000	564.74634
4500000	7500000	603.1901
5000000	7500000	581.51807
5500000	7500000	1007.59686
6000000	7500000	918.69855
6500000	7500000	854.7271
7000000	7500000	1590.5605
7500000	7500000	5664.7153
0	8000000	29.22839
500000	8000000	102.18324
1000000	8000000	33.04124
1500000	8000000	24.195211
2000000	8000000	42.16828
2500000	8000000	98.42012
3000000	8000000	265.361
3500000	8000000	213.1145
4000000	8000000	515.8323
4500000	8000000	465.53952
5000000	8000000	417.85962
5500000	8000000	499.64746
6000000	8000000	368.79654
6500000	8000000	274.35788
7000000	8000000	328.92657
7500000	8000000	1140.0255
8000000	8000000	6438.376
0	8500000	50.60872
500000	8500000	83.32628
1000000	8500000	44.033848
1500000	8500000	41.660637
2000000	8500000	50.23707
2500000	8500000	95.13547
3000000	8500000	168.78505
3500000	8500000	167.73494
4000000	8500000	268.94788
4500000	8500000	238.64294
5000000	8500000	226.36444
5500000	8500000	266.39526
6000000	8500000	253.19324
6500000	8500000	243.80966
7000000	8500000	276.61115
7500000	8500000	760.65643
8000000	8500000	1280.8737
8500000	8500000	5660.9165
0	9000000	40.425858
500000	9000000	41.84514
1000000	9000000	60.11137
1500000	9000000	61.07407
2000000	9000000	62.253185
2500000	9000000	90.1425
3000000	9000000	106.84183
3500000	9000000	178.60799
4000000	9000000	82.967705
4500000	9000000	85.527885
5000000	9000000	129.1256
5500000	9000000	142.66132
6000000	9000000	182.58511
6500000	9000000	214.58601
7000000	9000000	244.9617
7500000	9000000	280.29797
8000000	9000000	339.53662
8500000	9000000	2535.7236
9000000	9000000	8015.4717
0	9500000	49.02228
500000	9500000	33.853477
1000000	9500000	56.29689
1500000	9500000	57.568832
2000000	9500000	65.36162
2500000	9500000	99.92391
3000000	9500000	101.729675
3500000	9500000	161.52841
4000000	9500000	93.76011
4500000	9500000	104.879135
5000000	9500000	105.20037
5500000	9500000	146.9723
6000000	9500000	165.81966
6500000	9500000	223.10646
7000000	9500000	258.24072
7500000	9500000	420.09885
8000000	9500000	370.32443
8500000	9500000	2065.4858
9000000	9500000	3092.508
9500000	9500000	6003.706
0	10000000	45.412903
500000	10000000	46.72675
1000000	10000000	44.215744
1500000	10000000	51.11422
2000000	10000000	59.142498
2500000	10000000	93.79536
3000000	10000000	87.06919
3500000	10000000	168.20186
4000000	10000000	93.28469
4500000	10000000	96.16323
5000000	10000000	100.47603
5500000	10000000	135.01134
6000000	10000000	133.82066
6500000	10000000	195.09242
7000000	10000000	210.6239
7500000	10000000	247.8334
8000000	10000000	247.90355
8500000	10000000	597.4846
9000000	10000000	593.4422
9500000	10000000	2110.4058
10000000	10000000	6477.863
0	10500000	39.64318
500000	10500000	57.265068
1000000	10500000	55.606743
1500000	10500000	25.912296
2000000	10500000	53.225323
2500000	10500000	73.819145
3000000	10500000	135.73961
3500000	10500000	159.70667
4000000	10500000	182.93983
4500000	10500000	107.76281
5000000	10500000	152.37067
5500000	10500000	179.38696
6000000	10500000	140.46652
6500000	10500000	145.28639
7000000	10500000	151.67389
7500000	10500000	222.67636
8000000	10500000	327.14044
8500000	10500000	423.31128
9000000	10500000	286.21445
9500000	10500000	559.7883
10000000	10500000	2442.3271
10500000	10500000	6149.448
0	11000000	39.934402
500000	11000000	34.00799
1000000	11000000	35.470173
1500000	11000000	52.090813
2000000	11000000	54.8705
2500000	11000000	76.63358
3000000	11000000	63.447926
3500000	11000000	134.06656
4000000	11000000	71.30025
4500000	11000000	62.192646
5000000	11000000	69.16391
5500000	11000000	104.15621
6000000	11000000	85.18011
6500000	11000000	134.51624
7000000	11000000	156.72649
7500000	11000000	138.39772
8000000	11000000	137.48679
8500000	11000000	203.78647
9000000	11000000	238.15851
9500000	11000000	388.40268
10000000	11000000	1007.421
10500000	11000000	1490.6616
11000000	11000000	7651.786
0	11500000	31.794474
500000	11500000	50.813416
1000000	11500000	41.076653
1500000	11500000	41.017265
2000000	11500000	50.176617
2500000	11500000	64.72987
3000000	11500000	86.24399
3500000	11500000	109.78914
4000000	11500000	83.84041
4500000	11500000	94.14426
5000000	11500000	75.51917
5500000	11500000	97.28437
6000000	11500000	93.00705
6500000	11500000	127.292984
7000000	11500000	123.7067
7500000	11500000	133.25565
8000000	11500000	142.00542
8500000	11500000	194.98454
9000000	11500000	177.03195
9500000	11500000	293.7054
10000000	11500000	652.685
10500000	11500000	828.91095
11000000	11500000	2651.611
11500000	11500000	6861.8657
0	12000000	34.617386
500000	12000000	56.421127
1000000	12000000	54.210537
1500000	12000000	30.94555
2000000	12000000	39.781498
2500000	12000000	66.54424
3000000	12000000	120.81683
3500000	12000000	88.48296
